行业,指标键,层级,指标名称,建议权重,数据来源,评分口径,角色,历史优先级,历史频率,最早回测需要,历史状态,更新备注
计算机,计算机|1-全球IT支出增速,先行,1-全球IT支出增速,0.15,Gartner,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
计算机,计算机|2-云计算资本开支,先行,2-云计算资本开支,0.12,AWS/Azure/阿里云,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
计算机,计算机|3-AI服务器出货量,先行,3-AI服务器出货量,0.13,IDC,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
计算机,计算机|4-软件业收入增速,先行,4-软件业收入增速,0.1,工信部,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
轻工制造,轻工制造|1-纸浆价格变化,先行,1-纸浆价格变化,0.1333,针叶浆/阔叶浆,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
轻工制造,轻工制造|2-木材价格变化,先行,2-木材价格变化,0.0889,木材指数,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
轻工制造,轻工制造|3-房地产竣工面积增速,先行,3-房地产竣工面积增速,0.1067,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
轻工制造,轻工制造|4-美国新房销售,先行,4-美国新房销售,0.0711,美国商务部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
通信,通信|1-5G基站建设进度,先行,1-5G基站建设进度,0.1667,工信部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
通信,通信|2-运营商资本开支,先行,2-运营商资本开支,0.1333,三大运营商,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
通信,通信|3-光模块出货量,先行,3-光模块出货量,0.1111,LightCounting,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
通信,通信|4-数据中心建设规模,先行,4-数据中心建设规模,0.0889,工信部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
钢铁,钢铁|1-铁矿石价格变化,先行,1-铁矿石价格变化,0.15,普氏62%指数,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
钢铁,钢铁|2-焦煤价格变化,先行,2-焦煤价格变化,0.12,CCI指数,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
钢铁,钢铁|3-高炉开工率,先行,3-高炉开工率,0.13,Mysteel,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
钢铁,钢铁|4-钢材社会库存变化,先行,4-钢材社会库存变化,0.1,Mysteel,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
银行,银行|1-社融规模增速,先行,1-社融规模增速,0.1,央行,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
银行,银行|2-M2增速,先行,2-M2增速,0.08,央行,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
银行,银行|3-10年期国债收益率,先行,3-10年期国债收益率,0.0667,中债登,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
银行,银行|4-LPR利率变化,先行,4-LPR利率变化,0.0533,央行,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
非银金融,非银金融|1-A股日均成交额,先行,1-A股日均成交额,0.1167,交易所,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
非银金融,非银金融|2-两融余额变化,先行,2-两融余额变化,0.0933,交易所,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
非银金融,非银金融|3-新成立基金规模,先行,3-新成立基金规模,0.0778,中基协,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
非银金融,非银金融|4-IPO/再融资规模,先行,4-IPO/再融资规模,0.0622,证监会,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
食品饮料,食品饮料|1-粮食价格变化,先行,1-粮食价格变化,0.08,农业农村部,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
食品饮料,食品饮料|2-包材价格变化,先行,2-包材价格变化,0.0667,生意社,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
食品饮料,食品饮料|3-消费者信心指数,先行,3-消费者信心指数,0.0867,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
食品饮料,食品饮料|4-社会消费品零售总额增速,先行,4-社会消费品零售总额增速,0.0667,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
交通运输,交通运输|10-交运行业资产负债率,滞后,10-交运行业资产负债率,0.064,上市公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
交通运输,交通运输|11-交运行业固定资产投资,滞后,11-交运行业固定资产投资,0.056,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
交通运输,交通运输|5-港口货物吞吐量增速,同步,5-港口货物吞吐量增速,0.12,交通运输部,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
交通运输,交通运输|6-民航客运量增速,同步,6-民航客运量增速,0.12,民航局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
交通运输,交通运输|7-铁路货运量增速,同步,7-铁路货运量增速,0.08,国铁集团,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
交通运输,交通运输|8-快递业务量增速,同步,8-快递业务量增速,0.08,国家邮政局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
交通运输,交通运输|9-交运企业季度净利润,滞后,9-交运企业季度净利润,0.08,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
传媒,传媒|10-传媒行业毛利率,滞后,10-传媒行业毛利率,0.064,上市公司财报,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
传媒,传媒|11-传媒行业人均产出,滞后,11-传媒行业人均产出,0.056,上市公司财报,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
传媒,传媒|5-游戏市场规模,同步,5-游戏市场规模,0.12,伽马数据,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
传媒,传媒|6-电影票房收入,同步,6-电影票房收入,0.1,猫眼/灯塔,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
传媒,传媒|7-在线视频付费用户数,同步,7-在线视频付费用户数,0.1,爱奇艺/腾讯视频,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
传媒,传媒|8-直播电商GMV,同步,8-直播电商GMV,0.08,相关统计,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
传媒,传媒|9-传媒企业季度净利润,滞后,9-传媒企业季度净利润,0.08,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
公用事业,公用事业|10-电力行业资产负债率,滞后,10-电力行业资产负债率,0.08,上市公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
公用事业,公用事业|11-电力行业固定资产投资,滞后,11-电力行业固定资产投资,0.07,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
公用事业,公用事业|5-全社会用电量增速,同步,5-全社会用电量增速,0.1646,国家能源局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
公用事业,公用事业|6-火电利用小时数,同步,6-火电利用小时数,0.1098,国家能源局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
公用事业,公用事业|7-水电利用小时数,同步,7-水电利用小时数,0.0878,国家能源局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
公用事业,公用事业|8-风电/光伏利用小时数,同步,8-风电/光伏利用小时数,0.0878,国家能源局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
公用事业,公用事业|9-电力企业季度ROE,滞后,9-电力企业季度ROE,0.1,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
农林牧渔,农林牧渔|10-养殖企业季度净利润率,滞后,10-养殖企业季度净利润率,0.06,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
农林牧渔,农林牧渔|11-农林牧渔固定资产投资增速,滞后,11-农林牧渔固定资产投资增速,0.048,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
农林牧渔,农林牧渔|12-CPI食品项同比,滞后,12-CPI食品项同比,0.042,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
农林牧渔,农林牧渔|6-生猪出栏均价,同步,6-生猪出栏均价,0.1312,农业农村部,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
农林牧渔,农林牧渔|7-白羽肉鸡价格,同步,7-白羽肉鸡价格,0.0875,博亚和讯,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
农林牧渔,农林牧渔|8-水产批发价格指数,同步,8-水产批发价格指数,0.07,农业农村部,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
农林牧渔,农林牧渔|9-农产品批发价格200指数,同步,9-农产品批发价格200指数,0.0612,农业农村部,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
医药生物,医药生物|10-医药企业研发费用率,滞后,10-医药企业研发费用率,0.048,上市公司财报,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
医药生物,医药生物|11-医药制造业利润增速,滞后,11-医药制造业利润增速,0.042,国家统计局,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
医药生物,医药生物|5-医药制造业收入增速,同步,5-医药制造业收入增速,0.1105,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
医药生物,医药生物|6-化学药品原药产量,同步,6-化学药品原药产量,0.0737,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
医药生物,医药生物|7-医疗器械出口增速,同步,7-医疗器械出口增速,0.0921,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
医药生物,医药生物|8-医院诊疗人次增速,同步,8-医院诊疗人次增速,0.0737,国家卫健委,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
医药生物,医药生物|9-医药企业季度毛利率,滞后,9-医药企业季度毛利率,0.06,上市公司财报,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
商贸零售,商贸零售|10-零售行业库存周转天数,滞后,10-零售行业库存周转天数,0.064,上市公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
商贸零售,商贸零售|11-CPI同比,滞后,11-CPI同比,0.056,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
商贸零售,商贸零售|5-网上零售额增速,同步,5-网上零售额增速,0.12,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
商贸零售,商贸零售|6-限额以上零售企业收入,同步,6-限额以上零售企业收入,0.1,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
商贸零售,商贸零售|7-超市/百货销售额增速,同步,7-超市/百货销售额增速,0.1,商务部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
商贸零售,商贸零售|8-快递业务量增速,同步,8-快递业务量增速,0.08,国家邮政局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
商贸零售,商贸零售|9-零售企业季度净利润率,滞后,9-零售企业季度净利润率,0.08,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|10-军工行业研发费用率,滞后,10-军工行业研发费用率,0.064,上市公司财报,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|11-军工行业资产负债率,滞后,11-军工行业资产负债率,0.056,上市公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|5-军工企业收入增速,同步,5-军工企业收入增速,0.125,上市公司财报,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|6-军工企业合同负债,同步,6-军工企业合同负债,0.1,上市公司财报,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|7-航空发动机产量,同步,7-航空发动机产量,0.0667,航空工业集团,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|8-舰船下水吨位,同步,8-舰船下水吨位,0.0583,相关统计,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|9-军工企业季度净利润,滞后,9-军工企业季度净利润,0.08,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|10-化工行业固定资产投资增速,滞后,10-化工行业固定资产投资增速,0.048,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|11-PPI化工原料同比,滞后,11-PPI化工原料同比,0.042,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|5-中国化工产品价格指数(CCPI),同步,5-中国化工产品价格指数(CCPI),0.1167,卓创资讯,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|6-主要化工品价差,同步,6-主要化工品价差,0.0933,百川盈孚,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|7-化工品库存天数,同步,7-化工品库存天数,0.0778,卓创资讯,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|8-化工品出口增速,同步,8-化工品出口增速,0.0622,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|9-化工企业季度ROE,滞后,9-化工企业季度ROE,0.06,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|10-家电行业库存周转天数,滞后,10-家电行业库存周转天数,0.064,上市公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|11-家电零售均价变化,滞后,11-家电零售均价变化,0.056,奥维云网,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|5-空调销量增速,同步,5-空调销量增速,0.1395,产业在线,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|6-冰箱销量增速,同步,6-冰箱销量增速,0.093,产业在线,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|7-洗衣机销量增速,同步,7-洗衣机销量增速,0.0744,产业在线,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|8-家电出口金额增速,同步,8-家电出口金额增速,0.093,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|9-家电企业季度净利润率,滞后,9-家电企业季度净利润率,0.08,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|10-建材行业产能利用率,滞后,10-建材行业产能利用率,0.048,国家统计局,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|11-PPI建材类同比,滞后,11-PPI建材类同比,0.042,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|5-水泥出货量,同步,5-水泥出货量,0.105,数字水泥网,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|6-玻璃库存天数,同步,6-玻璃库存天数,0.0875,卓创资讯,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|7-水泥磨机开工率,同步,7-水泥磨机开工率,0.0875,数字水泥网,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|8-建材出口金额增速,同步,8-建材出口金额增速,0.07,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,同步确认,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|9-建材企业季度净利润,滞后,9-建材企业季度净利润,0.06,上市公司财报,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑装饰,建筑装饰|10-建筑行业资产负债率,滞后,10-建筑行业资产负债率,0.064,上市公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑装饰,建筑装饰|11-建筑行业应收账款周转,滞后,11-建筑行业应收账款周转,0.056,上市公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,质量验证,P1,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
