行业,指标键,层级,指标名称,建议权重,数据来源,评分口径,角色,历史优先级,历史频率,最早回测需要,历史状态,更新备注,数据源就绪状态,当前可用于回测
石油石化,石油石化|2-OPEC+产量政策,先行,2-OPEC+产量政策,0.1163,OPEC,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
石油石化,石油石化|3-美国原油库存变化,先行,3-美国原油库存变化,0.1163,EIA,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
石油石化,石油石化|4-全球石油需求预期,先行,4-全球石油需求预期,0.093,IEA/EIA/OPEC,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
社会服务,社会服务|1-居民可支配收入增速,先行,1-居民可支配收入增速,0.1333,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
社会服务,社会服务|2-节假日旅游预订量,先行,2-节假日旅游预订量,0.1067,携程/去哪儿,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,第三方/公司数据：需授权或人工导入,否：尚未导入带生效日期的历史观测
社会服务,社会服务|3-航空客座率,先行,3-航空客座率,0.0889,民航局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
社会服务,社会服务|4-酒店RevPAR,先行,4-酒店RevPAR,0.0711,STR,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
纺织服饰,纺织服饰|1-棉花价格变化,先行,1-棉花价格变化,0.1333,郑商所/ICE,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
纺织服饰,纺织服饰|2-化纤价格变化,先行,2-化纤价格变化,0.1067,CCFEI,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
纺织服饰,纺织服饰|3-美国服装零售库存,先行,3-美国服装零售库存,0.0889,美国商务部,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
纺织服饰,纺织服饰|4-人民币汇率,先行,4-人民币汇率,0.0711,中国外汇交易中心,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
综合,综合|1-宏观经济景气指数,先行,1-宏观经济景气指数,0.2,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
综合,综合|2-制造业PMI,先行,2-制造业PMI,0.15,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
综合,综合|3-新增社融规模,先行,3-新增社融规模,0.1,央行,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
美容护理,美容护理|1-居民人均可支配收入增速,先行,1-居民人均可支配收入增速,0.1333,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
美容护理,美容护理|2-化妆品进口金额增速,先行,2-化妆品进口金额增速,0.0889,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
美容护理,美容护理|3-消费者信心指数,先行,3-消费者信心指数,0.1067,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
美容护理,美容护理|4-社交媒体美妆话题热度,先行,4-社交媒体美妆话题热度,0.0711,相关平台,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
计算机,计算机|1-全球IT支出增速,先行,1-全球IT支出增速,0.15,Gartner,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
计算机,计算机|2-云计算资本开支,先行,2-云计算资本开支,0.12,AWS/Azure/阿里云,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,第三方/公司数据：需授权或人工导入,否：尚未导入带生效日期的历史观测
计算机,计算机|3-AI服务器出货量,先行,3-AI服务器出货量,0.13,IDC,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
计算机,计算机|4-软件业收入增速,先行,4-软件业收入增速,0.1,工信部,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
轻工制造,轻工制造|1-纸浆价格变化,先行,1-纸浆价格变化,0.1333,针叶浆/阔叶浆,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
轻工制造,轻工制造|2-木材价格变化,先行,2-木材价格变化,0.0889,木材指数,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,第三方/公司数据：需授权或人工导入,否：尚未导入带生效日期的历史观测
轻工制造,轻工制造|3-房地产竣工面积增速,先行,3-房地产竣工面积增速,0.1067,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
轻工制造,轻工制造|4-美国新房销售,先行,4-美国新房销售,0.0711,美国商务部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
通信,通信|1-5G基站建设进度,先行,1-5G基站建设进度,0.1667,工信部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
通信,通信|2-运营商资本开支,先行,2-运营商资本开支,0.1333,三大运营商,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
通信,通信|3-光模块出货量,先行,3-光模块出货量,0.1111,LightCounting,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
通信,通信|4-数据中心建设规模,先行,4-数据中心建设规模,0.0889,工信部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
钢铁,钢铁|1-铁矿石价格变化,先行,1-铁矿石价格变化,0.15,普氏62%指数,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
钢铁,钢铁|2-焦煤价格变化,先行,2-焦煤价格变化,0.12,CCI指数,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
钢铁,钢铁|3-高炉开工率,先行,3-高炉开工率,0.13,Mysteel,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,第三方/公司数据：需授权或人工导入,否：尚未导入带生效日期的历史观测
钢铁,钢铁|4-钢材社会库存变化,先行,4-钢材社会库存变化,0.1,Mysteel,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,第三方/公司数据：需授权或人工导入,否：尚未导入带生效日期的历史观测
银行,银行|1-社融规模增速,先行,1-社融规模增速,0.1,央行,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
银行,银行|2-M2增速,先行,2-M2增速,0.08,央行,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
银行,银行|3-10年期国债收益率,先行,3-10年期国债收益率,0.0667,中债登,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
银行,银行|4-LPR利率变化,先行,4-LPR利率变化,0.0533,央行,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
非银金融,非银金融|1-A股日均成交额,先行,1-A股日均成交额,0.1167,交易所,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
非银金融,非银金融|2-两融余额变化,先行,2-两融余额变化,0.0933,交易所,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
非银金融,非银金融|3-新成立基金规模,先行,3-新成立基金规模,0.0778,中基协,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
非银金融,非银金融|4-IPO/再融资规模,先行,4-IPO/再融资规模,0.0622,证监会,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
食品饮料,食品饮料|1-粮食价格变化,先行,1-粮食价格变化,0.08,农业农村部,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
食品饮料,食品饮料|2-包材价格变化,先行,2-包材价格变化,0.0667,生意社,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,来源待核验,否：尚未导入带生效日期的历史观测
食品饮料,食品饮料|3-消费者信心指数,先行,3-消费者信心指数,0.0867,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
食品饮料,食品饮料|4-社会消费品零售总额增速,先行,4-社会消费品零售总额增速,0.0667,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。,公开官方源：待开发历史抓取与时点校验,否：尚未导入带生效日期的历史观测
